,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,water_regime,GN,KW,MFLW_D20deg,FFLW_D20deg,GY_Adj_tha,plant_height,tassel_height,ear_height,ASI_D20deg,season,Tnight_Early,Tnight_Flo,Tnight_Fill,Ri_Early,Ri_Flo,Ri_Fill,Psi_Flo,Psi_Fill,Tmax_Early,Tmax_Flo,Tmax_Fill,TnbL,L9,L10,L11,L12,L13,W9,W10,W11,W12,W13,L14,W14,L8,W8
1596,YCXGDTM1060045,3356830,Gra13,127620,https://doi.org/10.15454/30LETM,PHG80_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1060045,,60.0,45.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1060045,REPLICATE>BLOCK:13,REPLICATE:1",watered,2760.6007067138,267.6847058824,NA,NA,7.3897058824,270,320,120,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1597,3226water_regimewatered,3338262,Gra13,127620,https://doi.org/10.15454/30LETM,PHG80_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,watered,295.6218741987,68.7520847397,,269.8999866289,2983.3077304469,315.1571414427,121.7478584,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1598,3226water_regimerainfed,3338016,Gra13,127620,https://doi.org/10.15454/30LETM,PHG80_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,298.585089124,67.7500265683,71.7527455307,180.9944791093,2426.9096167089,212.2491636535,82.3140066319,,,2013,15.8719393939,15.4620454545,13.3636975013,411.004,440.351,1303.077,-226.6666666667,-48.8523391813,38.1183419318,37.4214648414,33.5952721031,,,,,,,,,,,,,,,
1599,YCXGDTM1094020,3356839,Gra13,127621,https://doi.org/10.15454/Y3D0CI,PHG84_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1094020,,94.0,20.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1094020,REPLICATE>BLOCK:11,REPLICATE:5",rainfed,3054.1012216405,269.31,"72,2486439239","76,1315900235",8.225,195,240,95,"-3,88294609960",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1600,YCXGDTM1070027,3356838,Gra13,127621,https://doi.org/10.15454/Y3D0CI,PHG84_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1070027,,70.0,27.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1070027,REPLICATE>BLOCK:43,REPLICATE:4",rainfed,2496.9362745098,323.6,"70,752276834","74,9225179234",8.0800857843,170,210,60,"-4,17024108940",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1601,YCXGDTM1049030,3356837,Gra13,127621,https://doi.org/10.15454/Y3D0CI,PHG84_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1049030,,49.0,30.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1049030,REPLICATE>BLOCK:57,REPLICATE:3",rainfed,3139.5031395031,279.7526470588,"73,5986808046","77,2509816604",8.7828431373,205,255,110,"-3,65230085580",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1602,YCXGDTM1088042,3356836,Gra13,127621,https://doi.org/10.15454/Y3D0CI,PHG84_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1088042,,88.0,42.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1088042,REPLICATE>BLOCK:9,REPLICATE:2",watered,3859.186746988,304.2682352941,NA,NA,11.7422794118,280,330,140,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1603,YCXGDTM1068049,3356835,Gra13,127621,https://doi.org/10.15454/Y3D0CI,PHG84_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1068049,,68.0,49.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1068049,REPLICATE>BLOCK:20,REPLICATE:1",watered,3413.189077795,298.0005882353,NA,NA,10.1713235294,280,350,140,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1604,3227water_regimewatered,3338263,Gra13,127621,https://doi.org/10.15454/Y3D0CI,PHG84_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,watered,334.0773056774,72.3180626179,,278.9693553819,3781.8999711404,338.5265314763,133.5354116059,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1605,3227water_regimerainfed,3338017,Gra13,127621,https://doi.org/10.15454/Y3D0CI,PHG84_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,313.5474428142,72.3489002897,76.4252473567,187.4415501069,2918.0084277291,224.6246636636,86.9013216204,,,2013,15.9841297591,15.2586438459,13.1843083614,387.126,449.199,1203.816,-215.3641975309,-41.5740740741,38.1196831239,37.3243093934,33.311496221,,,,,,,,,,,,,,,
1606,YCXGDTM1098019,3356844,Gra13,127622,https://doi.org/10.15454/TZD7EC,PHJ40_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1098019,,98.0,19.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1098019,REPLICATE>BLOCK:7,REPLICATE:5",rainfed,2163.5957565606,285.1552941176,"66,4276631668","70,752276834",6.1696078431,190,230,100,"-4,32461366720",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1607,YCXGDTM1072031,3356843,Gra13,127622,https://doi.org/10.15454/TZD7EC,PHJ40_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1072031,,72.0,31.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1072031,REPLICATE>BLOCK:62,REPLICATE:4",rainfed,1658.0692704495,328.4738235294,"65,0109583653","69,2512954927",5.4463235294,155,190,75,"-4,24033712740",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1608,YCXGDTM1049026,3356842,Gra13,127622,https://doi.org/10.15454/TZD7EC,PHJ40_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1049026,,49.0,26.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1049026,REPLICATE>BLOCK:39,REPLICATE:3",rainfed,2645.5026455027,274.4947058824,"66,4276631668","70,752276834",7.2617647059,180,220,90,"-4,32461366720",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1609,YCXGDTM1084046,3356841,Gra13,127622,https://doi.org/10.15454/TZD7EC,PHJ40_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1084046,,84.0,46.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1084046,REPLICATE>BLOCK:15,REPLICATE:2",watered,3083.7004405286,279.0764705882,NA,NA,8.6058823529,270,320,120,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1610,YCXGDTM1065046,3356840,Gra13,127622,https://doi.org/10.15454/TZD7EC,PHJ40_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1065046,,65.0,46.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1065046,REPLICATE>BLOCK:15,REPLICATE:1",watered,3027.6816608997,281.52,NA,NA,8.5235294118,270,310,125,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1611,3228water_regimewatered,3338264,Gra13,127622,https://doi.org/10.15454/TZD7EC,PHJ40_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,watered,296.4375119757,66.3348612016,,272.5731868814,3037.4555619697,312.9352800969,126.8147185658,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1612,3228water_regimerainfed,3338018,Gra13,127622,https://doi.org/10.15454/TZD7EC,PHJ40_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,306.737670054,66.038358967,70.0469135785,182.1916464523,2153.3546641519,223.1060084542,90.3682844678,,,2013,16.2928853755,15.1180361305,13.5733894984,254.335,410.825,1348.551,-226.9935897436,-55.4152298851,38.2689626735,37.5964691234,33.8588067901,,,,,,,,,,,,,,,
1613,YCXGDTM1092023,3356849,Gra13,127623,https://doi.org/10.15454/RCUMRI,PHK29_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1092023,,92.0,23.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1092023,REPLICATE>BLOCK:24,REPLICATE:5",rainfed,2378.3977110157,268.9779411765,"69,2512954927","73,5986808046",6.3973651961,175,220,80,"-4,34738531190",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1614,YCXGDTM1081031,3356848,Gra13,127623,https://doi.org/10.15454/RCUMRI,PHK29_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1081031,,81.0,31.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1081031,REPLICATE>BLOCK:64,REPLICATE:4",rainfed,2721.1591791459,281.0558823529,"70,752276834","74,9225179234",7.6479779412,155,195,80,"-4,17024108940",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1615,YCXGDTM1045021,3356847,Gra13,127623,https://doi.org/10.15454/RCUMRI,PHK29_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1045021,,45.0,21.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1045021,REPLICATE>BLOCK:15,REPLICATE:3",rainfed,2869.2614770459,269.9014705882,"67,8477662825","72,2486439239",7.7441789216,140,200,115,"-4,40087764140",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1616,YCXGDTM1098040,3356846,Gra13,127623,https://doi.org/10.15454/RCUMRI,PHK29_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1098040,,98.0,40.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1098040,REPLICATE>BLOCK:6,REPLICATE:2",watered,4063.5158789697,297.1805882353,NA,NA,12.0759803922,265,320,120,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1617,YCXGDTM1076048,3356845,Gra13,127623,https://doi.org/10.15454/RCUMRI,PHK29_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1076048,,76.0,48.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1076048,REPLICATE>BLOCK:19,REPLICATE:1",watered,3527.6428406199,325.0726470588,NA,NA,11.4674019608,300,350,145,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1618,3229water_regimewatered,3338265,Gra13,127623,https://doi.org/10.15454/RCUMRI,PHK29_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,watered,343.3673483828,69.576926445,,280.3177779742,3756.7160633487,330.3765143218,133.5777896648,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1619,3229water_regimerainfed,3338019,Gra13,127623,https://doi.org/10.15454/RCUMRI,PHK29_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,298.2269421147,69.1196580057,73.5564580183,157.1684547564,2738.8269978881,205.1230822197,90.580623021,,,2013,16.0950757576,15.3132808858,13.1358834104,327.287,440.214,1311.743,-227.7179487179,-46.1313559322,38.0739312419,37.6093303088,33.1393068307,,,,,,,,,,,,,,,
1620,YCXGDTM1103027,3356854,Gra13,127624,https://doi.org/10.15454/YPHNBZ,PHR36_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1103027,,103.0,27.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1103027,REPLICATE>BLOCK:45,REPLICATE:3,REPLICATE:4,REPLICATE:5",rainfed,2344.2596216569,249.7888235294,"70,752276834","74,9225179234",5.8556985294,175,200,90,"-4,17024108940",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1621,YCXGDTM1073030,3356853,Gra13,127624,https://doi.org/10.15454/YPHNBZ,PHR36_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1073030,,73.0,30.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1073030,REPLICATE>BLOCK:57,REPLICATE:4",rainfed,2382.6402016383,252.9864705882,"65,0109583653","69,2512954927",6.0277573529,160,185,75,"-4,24033712740",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1622,YCXGDTM1044019,3356852,Gra13,127624,https://doi.org/10.15454/YPHNBZ,PHR36_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1044019,,44.0,19.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1044019,REPLICATE>BLOCK:6,REPLICATE:3",rainfed,2570.0934579439,259.3176470588,"73,5986808046","76,1315900235",6.6647058824,180,215,110,"-2,53290921890",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1623,YCXGDTM1081047,3356851,Gra13,127624,https://doi.org/10.15454/YPHNBZ,PHR36_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1081047,,81.0,47.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1081047,REPLICATE>BLOCK:16,REPLICATE:2",watered,3482.6336831584,316.6288235294,NA,NA,11.0270220588,295,340,135,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1624,YCXGDTM1073039,3356850,Gra13,127624,https://doi.org/10.15454/YPHNBZ,PHR36_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1073039,,73.0,39.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1073039,REPLICATE>BLOCK:5,REPLICATE:1",watered,2813.8044126416,264.7029411765,NA,NA,7.4482230392,260,305,105,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1625,3230water_regimewatered,3338266,Gra13,127624,https://doi.org/10.15454/YPHNBZ,PHR36_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,watered,300.6874362727,68.4386397136,,281.6208924935,3199.2926569032,325.3511348448,124.2366429917,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1626,3230water_regimerainfed,3338020,Gra13,127624,https://doi.org/10.15454/YPHNBZ,PHR36_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,265.9536738879,70.0397582937,73.6138839196,189.0419283234,2376.760947336,216.3767442565,97.1573748614,,,2013,16.0950757576,15.3132808858,13.4134173554,327.287,412.087,1259.032,-227.7179487179,-45.7287878788,38.0739312419,37.6093303088,33.6422243264,,,,,,,,,,,,,,,
1627,YCXGDTM1092028,3356859,Gra13,127625,https://doi.org/10.15454/EQYTRS,PHT77_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1092028,,92.0,28.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1092028,REPLICATE>BLOCK:47,REPLICATE:5",rainfed,2777.7777777778,253.5441176471,"70,752276834","74,9225179234",7.0428921569,170,215,90,"-4,17024108940",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1628,YCXGDTM1075027,3356858,Gra13,127625,https://doi.org/10.15454/EQYTRS,PHT77_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1075027,,75.0,27.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1075027,REPLICATE>BLOCK:44,REPLICATE:4",rainfed,2453.1341534857,267.43,"70,752276834","74,9225179234",6.5604166667,155,200,85,"-4,17024108940",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1629,YCXGDTM1061018,3356857,Gra13,127625,https://doi.org/10.15454/EQYTRS,PHT77_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1061018,,61.0,18.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1061018,REPLICATE>BLOCK:4,REPLICATE:3",rainfed,2684.3598055105,287.0864705882,"67,8477662825","72,2486439239",7.7064338235,220,270,110,"-4,40087764140",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1630,YCXGDTM1101050,3356856,Gra13,127625,https://doi.org/10.15454/EQYTRS,PHT77_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1101050,,101.0,50.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1101050,REPLICATE>BLOCK:22,REPLICATE:2",watered,4190.5151267375,290.2826470588,NA,NA,12.1643382353,280,335,150,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1631,YCXGDTM1075040,3356855,Gra13,127625,https://doi.org/10.15454/EQYTRS,PHT77_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1075040,,75.0,40.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1075040,REPLICATE>BLOCK:6,REPLICATE:1",watered,3846.1538461539,265.6588235294,NA,NA,10.2176470588,255,320,115,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1632,3231water_regimewatered,3338267,Gra13,127625,https://doi.org/10.15454/EQYTRS,PHT77_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,watered,294.5699138296,68.9943981579,,268.9705312802,4094.5654803446,328.7310695546,133.2218974415,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1633,3231water_regimerainfed,3338021,Gra13,127625,https://doi.org/10.15454/EQYTRS,PHT77_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,284.3983503912,69.5575466756,73.6605137753,188.815155908,2766.0809371477,236.9338729815,98.92691831,,,2013,16.0514949495,15.325589899,13.2473032961,356.888,412.087,1289.194,-227.3733333333,-45.8567251462,38.0746976074,37.589979906,33.4398591744,,,,,,,,,,,,,,,
1634,YCXGDTM1109028,3356864,Gra13,127626,https://doi.org/10.15454/WLFPQC,PHV63_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1109028,,109.0,28.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1109028,REPLICATE>BLOCK:51,REPLICATE:3,REPLICATE:4,REPLICATE:5",rainfed,3554.0370719447,250.2711764706,"73,5986808046","77,2509816604",8.8947303922,210,250,115,"-3,65230085580",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1635,YCXGDTM1073025,3356863,Gra13,127626,https://doi.org/10.15454/WLFPQC,PHV63_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1073025,,73.0,25.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1073025,REPLICATE>BLOCK:34,REPLICATE:4",rainfed,2437.1750433276,275.9417647059,"73,5986808046","77,2509816604",6.7251838235,175,220,75,"-3,65230085580",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1636,YCXGDTM1054020,3356862,Gra13,127626,https://doi.org/10.15454/WLFPQC,PHV63_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1054020,,54.0,20.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1054020,REPLICATE>BLOCK:12,REPLICATE:3",rainfed,2931.5196998124,246.1205882353,"77,2509816604","80,7396547498",7.2150735294,190,230,95,"-3,48867308940",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1637,YCXGDTM1099037,3356861,Gra13,127626,https://doi.org/10.15454/WLFPQC,PHV63_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1099037,,99.0,37.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1099037,REPLICATE>BLOCK:2,REPLICATE:2",watered,4080.7560137457,285.9502941176,NA,NA,11.6689338235,290,340,145,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1638,YCXGDTM1076049,3356860,Gra13,127626,https://doi.org/10.15454/WLFPQC,PHV63_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1076049,,76.0,49.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1076049,REPLICATE>BLOCK:20,REPLICATE:1",watered,4166.6666666667,272.5411764706,NA,NA,11.3558823529,270,325,135,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1639,3232water_regimewatered,3338268,Gra13,127626,https://doi.org/10.15454/WLFPQC,PHV63_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,watered,306.0665398756,70.545489163,,281.4751176136,4060.6840601455,334.0090029416,139.1466700194,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1640,3232water_regimerainfed,3338022,Gra13,127626,https://doi.org/10.15454/WLFPQC,PHV63_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,273.9472372916,75.189264189,78.3292500696,195.0761183369,2969.1318090159,231.6418976135,94.3527313578,,,2013,16.0950757576,15.1876616162,13.1624857061,327.287,415.454,1175.249,-212.925,-40.5047169811,38.0739312419,37.3640334102,33.2640294088,,,,,,,,,,,,,,,
1641,YCXGDTM1106029,3356869,Gra13,127627,https://doi.org/10.15454/TALVXU,PHW65_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1106029,,106.0,29.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1106029,REPLICATE>BLOCK:55,REPLICATE:5",rainfed,2938.7541179994,260.2455882353,"74,9225179234","78,4192045197",7.6479779412,180,220,75,"-3,49668659630",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1642,YCXGDTM1067026,3356868,Gra13,127627,https://doi.org/10.15454/TALVXU,PHW65_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1067026,,67.0,26.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1067026,REPLICATE>BLOCK:38,REPLICATE:4",rainfed,2429.2742927429,326.3955882353,"69,2512954927","73,5986808046",7.9290441176,160,200,95,"-4,34738531190",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1643,YCXGDTM1048022,3356867,Gra13,127627,https://doi.org/10.15454/TALVXU,PHW65_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1048022,,48.0,22.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1048022,REPLICATE>BLOCK:20,REPLICATE:3",rainfed,2376.0070493454,304.1305882353,"72,2486439239","76,1315900235",7.2261642157,185,200,90,"-3,88294609960",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1644,YCXGDTM1085049,3356866,Gra13,127627,https://doi.org/10.15454/TALVXU,PHW65_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1085049,,85.0,49.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1085049,REPLICATE>BLOCK:19,REPLICATE:2",watered,4034.3915343915,294.6176470588,NA,NA,11.8860294118,290,335,140,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1645,YCXGDTM1064039,3356865,Gra13,127627,https://doi.org/10.15454/TALVXU,PHW65_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1064039,,64.0,39.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1064039,REPLICATE>BLOCK:4,REPLICATE:1",watered,3449.6753246753,290.6070588235,NA,NA,10.025,270,330,90,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1646,3233water_regimewatered,3338269,Gra13,127627,https://doi.org/10.15454/TALVXU,PHW65_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,watered,314.2191873281,72.0977188916,,287.3225051208,3757.8185195854,337.1304403384,114.5603380669,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1647,3233water_regimerainfed,3338023,Gra13,127627,https://doi.org/10.15454/TALVXU,PHW65_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,314.8573483188,72.112942629,75.9851213283,182.2856251736,2603.4363813698,209.8599211495,90.8573303587,,,2013,15.7534624018,15.510719697,13.2024118457,445.42,440.558,1232.439,-218.3368055556,-42.6,38.1064337372,37.3424275725,33.3339204875,,,,,,,,,,,,,,,
1648,YCXGDTM1099018,3356874,Gra13,127628,https://doi.org/10.15454/XGPNFM,PHZ51_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1099018,,99.0,18.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1099018,REPLICATE>BLOCK:3,REPLICATE:1,REPLICATE:3,REPLICATE:2,REPLICATE:4,REPLICATE:5",rainfed,2299.5606809445,278.1488235294,"72,2486439239","76,1315900235",6.3962009804,220,250,110,"-3,88294609960",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1649,YCXGDTM1083043,3356871,Gra13,127628,https://doi.org/10.15454/XGPNFM,PHZ51_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1083043,,83.0,43.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1083043,REPLICATE>BLOCK:10,REPLICATE:1,REPLICATE:3,REPLICATE:2,REPLICATE:4,REPLICATE:5",watered,3283.1408140814,281.9682352941,NA,NA,9.2574142157,335,360,150,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1650,YCXGDTM1074023,3356873,Gra13,127628,https://doi.org/10.15454/XGPNFM,PHZ51_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1074023,,74.0,23.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1074023,REPLICATE>BLOCK:25,REPLICATE:4",rainfed,1846.6290625839,298.935,"74,9225179234","77,2509816604",5.5202205882,180,220,90,"-2,32846373700",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1651,YCXGDTM1050030,3356872,Gra13,127628,https://doi.org/10.15454/XGPNFM,PHZ51_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1050030,,50.0,30.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1050030,REPLICATE>BLOCK:57,REPLICATE:3",rainfed,2813.3274492498,267.5879411765,"73,5986808046","77,2509816604",7.528125,225,275,125,"-3,65230085580",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1652,YCXGDTM1062045,3356870,Gra13,127628,https://doi.org/10.15454/XGPNFM,PHZ51_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1062045,,62.0,45.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1062045,REPLICATE>BLOCK:13,REPLICATE:1",watered,3379.4162826421,249.55,NA,NA,8.4333333333,300,355,145,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1653,3234water_regimewatered,3338270,Gra13,127628,https://doi.org/10.15454/XGPNFM,PHZ51_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,watered,286.1970599594,71.1803309175,,316.511519739,3270.810116861,357.3303206171,142.7455731077,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1654,3234water_regimerainfed,3338024,Gra13,127628,https://doi.org/10.15454/XGPNFM,PHZ51_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,301.4878701194,73.3571822175,77.1898181158,210.5356643327,2324.9754939928,251.9337791933,108.5039582073,,,2013,15.9918949495,15.2586438459,13.1843083614,383.517,449.199,1203.816,-215.3641975309,-41.5740740741,38.0752179962,37.3243093934,33.311496221,,,,,,,,,,,,,,,
1655,YCXGDTM1110026,3356879,Gra13,127629,https://doi.org/10.15454/HBOONE,SC-Malawi_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1110026,,110.0,26.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1110026,REPLICATE>BLOCK:42,REPLICATE:5",rainfed,1466.2756598241,308.1035294118,"73,5986808046","77,2509816604",4.5176470588,215,275,115,"-3,65230085580",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
