,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,water_regime,GN,KW,MFLW_D20deg,FFLW_D20deg,GY_Adj_tha,plant_height,tassel_height,ear_height,ASI_D20deg,season,Tnight_Early,Tnight_Flo,Tnight_Fill,Ri_Early,Ri_Flo,Ri_Fill,Psi_Flo,Psi_Fill,Tmax_Early,Tmax_Flo,Tmax_Fill,TnbL,L8,L10,L12,W8,W10,W12,Check,L9,L11,L13,W9,W11,W13,L14,W14
57,6,3347199,Cam13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,6.0,,,"REPLICATE>BLOCK>PLOT>PLANT:6,REPLICATE>BLOCK>PLOT:FRI00406594,REPLICATE>BLOCK:183,REPLICATE>BLOCK:27,REPLICATE:2,REPLICATE:2",watered,,,,,,,,,,2013,,,,,,,,,,,,16,82,92,92,7,7,8,Yes,,,,,,,,
58,10,3347203,Cam13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,10.0,,,"REPLICATE>BLOCK>PLOT>PLANT:10,REPLICATE>BLOCK>PLOT:FRI00406594,REPLICATE>BLOCK:183,REPLICATE>BLOCK:27,REPLICATE:2,REPLICATE:2",watered,,,,,,,,,,2013,,,,,,,,,,,,16,77,81,84,7,8.5,9,Yes,,,,,,,,
59,2,3347195,Cam13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,2.0,,,"REPLICATE>BLOCK>PLOT>PLANT:2,REPLICATE>BLOCK>PLOT:FRI00406594,REPLICATE>BLOCK:183,REPLICATE>BLOCK:27,REPLICATE:2,REPLICATE:2",watered,,,,,,,,,,2013,,,,,,,,,,,,15,76,95,90,6.5,7.5,10,Yes,,,,,,,,
60,11,3347204,Cam13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,11.0,,,"REPLICATE>BLOCK>PLOT>PLANT:11,REPLICATE>BLOCK>PLOT:FRI00406594,REPLICATE>BLOCK:183,REPLICATE>BLOCK:27,REPLICATE:2,REPLICATE:2",watered,,,,,,,,,,2013,,,,,,,,,,,,15,,,,,,,Yes,,,,,,,,
61,3,3347196,Cam13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,3.0,,,"REPLICATE>BLOCK>PLOT>PLANT:3,REPLICATE>BLOCK>PLOT:FRI00406594,REPLICATE>BLOCK:183,REPLICATE>BLOCK:27,REPLICATE:2,REPLICATE:2",watered,,,,,,,,,,2013,,,,,,,,,,,,16,71,79,82,6,8.5,8.5,Yes,,,,,,,,
62,5,3347184,Cam13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,5.0,,,"REPLICATE>BLOCK>PLOT>PLANT:5,REPLICATE>BLOCK>PLOT:FRI00406835,REPLICATE>BLOCK:250,REPLICATE>BLOCK:36,REPLICATE:1,REPLICATE:1",watered,,,,,,,,,,2013,,,,,,,,,,,,16,78,79,86,7.5,7,9,Yes,,,,,,,,
63,9,3347188,Cam13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,9.0,,,"REPLICATE>BLOCK>PLOT>PLANT:9,REPLICATE>BLOCK>PLOT:FRI00406835,REPLICATE>BLOCK:250,REPLICATE>BLOCK:36,REPLICATE:1,REPLICATE:1",watered,,,,,,,,,,2013,,,,,,,,,,,,16,69,80,83,7.5,8,9,Yes,,,,,,,,
64,1,3347177,Cam13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,1.0,,,"REPLICATE>BLOCK>PLOT>PLANT:1,REPLICATE>BLOCK>PLOT:FRI00406835,REPLICATE>BLOCK:250,REPLICATE>BLOCK:36,REPLICATE:1,REPLICATE:1",watered,,,,,,,,,,2013,,,,,,,,,,,,20,,66,67,,8.5,7,Yes,,,,,,,76,7.5
65,7,3347186,Cam13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,7.0,,,"REPLICATE>BLOCK>PLOT>PLANT:7,REPLICATE>BLOCK>PLOT:FRI00406835,REPLICATE>BLOCK:250,REPLICATE>BLOCK:36,REPLICATE:1,REPLICATE:1",watered,,,,,,,,,,2013,,,,,,,,,,,,15,67,82,78,7.5,8,8,Yes,,,,,,,,
66,4,3347183,Cam13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,4.0,,,"REPLICATE>BLOCK>PLOT>PLANT:4,REPLICATE>BLOCK>PLOT:FRI00406835,REPLICATE>BLOCK:250,REPLICATE>BLOCK:36,REPLICATE:1,REPLICATE:1",watered,,,,,,,,,,2013,,,,,,,,,,,,15,67,83,82,6.5,9,7.5,Yes,,,,,,,,
67,8,3347187,Cam13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,8.0,,,"REPLICATE>BLOCK>PLOT>PLANT:8,REPLICATE>BLOCK>PLOT:FRI00406835,REPLICATE>BLOCK:250,REPLICATE>BLOCK:36,REPLICATE:1,REPLICATE:1",watered,,,,,,,,,,2013,,,,,,,,,,,,16,71,82,78,9.5,8,9.5,Yes,,,,,,,,
68,6,3347185,Cam13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,6.0,,,"REPLICATE>BLOCK>PLOT>PLANT:6,REPLICATE>BLOCK>PLOT:FRI00406835,REPLICATE>BLOCK:250,REPLICATE>BLOCK:36,REPLICATE:1,REPLICATE:1",watered,,,,,,,,,,2013,,,,,,,,,,,,15,70,71,81,7.5,8.5,9,Yes,,,,,,,,
69,10,3347189,Cam13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,10.0,,,"REPLICATE>BLOCK>PLOT>PLANT:10,REPLICATE>BLOCK>PLOT:FRI00406835,REPLICATE>BLOCK:250,REPLICATE>BLOCK:36,REPLICATE:1,REPLICATE:1",watered,,,,,,,,,,2013,,,,,,,,,,,,16,73,75,79,8,8,9,Yes,,,,,,,,
70,2,3347181,Cam13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,2.0,,,"REPLICATE>BLOCK>PLOT>PLANT:2,REPLICATE>BLOCK>PLOT:FRI00406835,REPLICATE>BLOCK:250,REPLICATE>BLOCK:36,REPLICATE:1,REPLICATE:1",watered,,,,,,,,,,2013,,,,,,,,,,,,18,60,75,81,6,7,8.5,Yes,,,,,,,,
71,11,3347190,Cam13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,11.0,,,"REPLICATE>BLOCK>PLOT>PLANT:11,REPLICATE>BLOCK>PLOT:FRI00406835,REPLICATE>BLOCK:250,REPLICATE>BLOCK:36,REPLICATE:1,REPLICATE:1",watered,,,,,,,,,,2013,,,,,,,,,,,,16,,,,,,,Yes,,,,,,,,
72,3,3347182,Cam13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,3.0,,,"REPLICATE>BLOCK>PLOT>PLANT:3,REPLICATE>BLOCK>PLOT:FRI00406835,REPLICATE>BLOCK:250,REPLICATE>BLOCK:36,REPLICATE:1,REPLICATE:1",watered,,,,,,,,,,2013,,,,,,,,,,,,16,70,79,80,7,9,10,Yes,,,,,,,,
73,5,3347170,Cam13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,5.0,,,"REPLICATE>BLOCK>PLOT>PLANT:5,REPLICATE>BLOCK>PLOT:FRI00407643,REPLICATE>BLOCK:48,REPLICATE>BLOCK:7,REPLICATE:3,REPLICATE:3",rainfed,,,,,,,,,,2013,,,,,,,,,,,,16,78,84,83,8,8.5,9,Yes,,,,,,,,
74,9,3347174,Cam13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,9.0,,,"REPLICATE>BLOCK>PLOT>PLANT:9,REPLICATE>BLOCK>PLOT:FRI00407643,REPLICATE>BLOCK:48,REPLICATE>BLOCK:7,REPLICATE:3,REPLICATE:3",rainfed,,,,,,,,,,2013,,,,,,,,,,,,16,68,75,84,8,7.5,9,Yes,,,,,,,,
75,1,3347163,Cam13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,1.0,,,"REPLICATE>BLOCK>PLOT>PLANT:1,REPLICATE>BLOCK>PLOT:FRI00407643,REPLICATE>BLOCK:48,REPLICATE>BLOCK:7,REPLICATE:3,REPLICATE:3",rainfed,,,,,,,,,,2013,,,,,,,,,,,,16,67,79,87,7,8,9,Yes,,,,,,,,
76,7,3347172,Cam13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,7.0,,,"REPLICATE>BLOCK>PLOT>PLANT:7,REPLICATE>BLOCK>PLOT:FRI00407643,REPLICATE>BLOCK:48,REPLICATE>BLOCK:7,REPLICATE:3,REPLICATE:3",rainfed,,,,,,,,,,2013,,,,,,,,,,,,16,62,79,88,6.5,8.5,8,Yes,,,,,,,,
77,4,3347169,Cam13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,4.0,,,"REPLICATE>BLOCK>PLOT>PLANT:4,REPLICATE>BLOCK>PLOT:FRI00407643,REPLICATE>BLOCK:48,REPLICATE>BLOCK:7,REPLICATE:3,REPLICATE:3",rainfed,,,,,,,,,,2013,,,,,,,,,,,,14,68,77,85,6.5,8,9,Yes,,,,,,,,
78,8,3347173,Cam13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,8.0,,,"REPLICATE>BLOCK>PLOT>PLANT:8,REPLICATE>BLOCK>PLOT:FRI00407643,REPLICATE>BLOCK:48,REPLICATE>BLOCK:7,REPLICATE:3,REPLICATE:3",rainfed,,,,,,,,,,2013,,,,,,,,,,,,16,64,76,84,7,7.5,8,Yes,,,,,,,,
79,6,3347171,Cam13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,6.0,,,"REPLICATE>BLOCK>PLOT>PLANT:6,REPLICATE>BLOCK>PLOT:FRI00407643,REPLICATE>BLOCK:48,REPLICATE>BLOCK:7,REPLICATE:3,REPLICATE:3",rainfed,,,,,,,,,,2013,,,,,,,,,,,,16,62,83,87,7,8,8.5,Yes,,,,,,,,
80,10,3347175,Cam13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,10.0,,,"REPLICATE>BLOCK>PLOT>PLANT:10,REPLICATE>BLOCK>PLOT:FRI00407643,REPLICATE>BLOCK:48,REPLICATE>BLOCK:7,REPLICATE:3,REPLICATE:3",rainfed,,,,,,,,,,2013,,,,,,,,,,,,16,65,76,85,7,7,9,Yes,,,,,,,,
81,2,3347167,Cam13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,2.0,,,"REPLICATE>BLOCK>PLOT>PLANT:2,REPLICATE>BLOCK>PLOT:FRI00407643,REPLICATE>BLOCK:48,REPLICATE>BLOCK:7,REPLICATE:3,REPLICATE:3",rainfed,,,,,,,,,,2013,,,,,,,,,,,,16,70,77,82,7,9,9,Yes,,,,,,,,
82,11,3347176,Cam13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,11.0,,,"REPLICATE>BLOCK>PLOT>PLANT:11,REPLICATE>BLOCK>PLOT:FRI00407643,REPLICATE>BLOCK:48,REPLICATE>BLOCK:7,REPLICATE:3,REPLICATE:3",rainfed,,,,,,,,,,2013,,,,,,,,,,,,16,,,,,,,Yes,,,,,,,,
83,3,3347168,Cam13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,3.0,,,"REPLICATE>BLOCK>PLOT>PLANT:3,REPLICATE>BLOCK>PLOT:FRI00407643,REPLICATE>BLOCK:48,REPLICATE>BLOCK:7,REPLICATE:3,REPLICATE:3",rainfed,,,,,,,,,,2013,,,,,,,,,,,,15,69,75,84,7,8.5,8,Yes,,,,,,,,
84,5,3347156,Cam13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,5.0,,,"REPLICATE>BLOCK>PLOT>PLANT:5,REPLICATE>BLOCK>PLOT:FRI00407971,REPLICATE>BLOCK:148,REPLICATE>BLOCK:22,REPLICATE:2,REPLICATE:2",rainfed,,,,,,,,,,2013,,,,,,,,,,,,15,77,80,83,7.5,7,7.5,Yes,,,,,,,,
85,9,3347160,Cam13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,9.0,,,"REPLICATE>BLOCK>PLOT>PLANT:9,REPLICATE>BLOCK>PLOT:FRI00407971,REPLICATE>BLOCK:148,REPLICATE>BLOCK:22,REPLICATE:2,REPLICATE:2",rainfed,,,,,,,,,,2013,,,,,,,,,,,,16,59,77,70,5.5,7,7.5,Yes,,,,,,,,
86,1,3347149,Cam13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,1.0,,,"REPLICATE>BLOCK>PLOT>PLANT:1,REPLICATE>BLOCK>PLOT:FRI00407971,REPLICATE>BLOCK:148,REPLICATE>BLOCK:22,REPLICATE:2,REPLICATE:2",rainfed,,,,,,,,,,2013,,,,,,,,,,,,19,64,80,84,8,8,8,Yes,,,,,,,,
87,7,3347158,Cam13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,7.0,,,"REPLICATE>BLOCK>PLOT>PLANT:7,REPLICATE>BLOCK>PLOT:FRI00407971,REPLICATE>BLOCK:148,REPLICATE>BLOCK:22,REPLICATE:2,REPLICATE:2",rainfed,,,,,,,,,,2013,,,,,,,,,,,,15,65,76,78,6.5,7.5,8,Yes,,,,,,,,
88,4,3347155,Cam13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,4.0,,,"REPLICATE>BLOCK>PLOT>PLANT:4,REPLICATE>BLOCK>PLOT:FRI00407971,REPLICATE>BLOCK:148,REPLICATE>BLOCK:22,REPLICATE:2,REPLICATE:2",rainfed,,,,,,,,,,2013,,,,,,,,,,,,16,79,85,79,7,7,7,Yes,,,,,,,,
89,8,3347159,Cam13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,8.0,,,"REPLICATE>BLOCK>PLOT>PLANT:8,REPLICATE>BLOCK>PLOT:FRI00407971,REPLICATE>BLOCK:148,REPLICATE>BLOCK:22,REPLICATE:2,REPLICATE:2",rainfed,,,,,,,,,,2013,,,,,,,,,,,,15,66,82,74,7,7,6,Yes,,,,,,,,
90,6,3347157,Cam13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,6.0,,,"REPLICATE>BLOCK>PLOT>PLANT:6,REPLICATE>BLOCK>PLOT:FRI00407971,REPLICATE>BLOCK:148,REPLICATE>BLOCK:22,REPLICATE:2,REPLICATE:2",rainfed,,,,,,,,,,2013,,,,,,,,,,,,15,64,76,78,7,8,7.5,Yes,,,,,,,,
91,10,3347161,Cam13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,10.0,,,"REPLICATE>BLOCK>PLOT>PLANT:10,REPLICATE>BLOCK>PLOT:FRI00407971,REPLICATE>BLOCK:148,REPLICATE>BLOCK:22,REPLICATE:2,REPLICATE:2",rainfed,,,,,,,,,,2013,,,,,,,,,,,,15,55,73,84,6,8,7,Yes,,,,,,,,
92,2,3347153,Cam13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,2.0,,,"REPLICATE>BLOCK>PLOT>PLANT:2,REPLICATE>BLOCK>PLOT:FRI00407971,REPLICATE>BLOCK:148,REPLICATE>BLOCK:22,REPLICATE:2,REPLICATE:2",rainfed,,,,,,,,,,2013,,,,,,,,,,,,16,59,72,85,6,7,7,Yes,,,,,,,,
93,11,3347162,Cam13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,11.0,,,"REPLICATE>BLOCK>PLOT>PLANT:11,REPLICATE>BLOCK>PLOT:FRI00407971,REPLICATE>BLOCK:148,REPLICATE>BLOCK:22,REPLICATE:2,REPLICATE:2",rainfed,,,,,,,,,,2013,,,,,,,,,,,,15,,,,,,,Yes,,,,,,,,
94,3,3347154,Cam13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,3.0,,,"REPLICATE>BLOCK>PLOT>PLANT:3,REPLICATE>BLOCK>PLOT:FRI00407971,REPLICATE>BLOCK:148,REPLICATE>BLOCK:22,REPLICATE:2,REPLICATE:2",rainfed,,,,,,,,,,2013,,,,,,,,,,,,15,57,70,77,7,7,7.5,Yes,,,,,,,,
95,5,3347142,Cam13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,5.0,,,"REPLICATE>BLOCK>PLOT>PLANT:5,REPLICATE>BLOCK>PLOT:FRI00408317,REPLICATE>BLOCK:4,REPLICATE>BLOCK:1,REPLICATE:1,REPLICATE:2,REPLICATE:3,REPLICATE:1",rainfed,,,,,,,,,,2013,,,,,,,,,,,,16,59,72,80,7.5,9,8,Yes,,,,,,,,
96,9,3347146,Cam13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,9.0,,,"REPLICATE>BLOCK>PLOT>PLANT:9,REPLICATE>BLOCK>PLOT:FRI00408317,REPLICATE>BLOCK:4,REPLICATE>BLOCK:1,REPLICATE:1,REPLICATE:2,REPLICATE:3,REPLICATE:1",rainfed,,,,,,,,,,2013,,,,,,,,,,,,16,56,80,84,6,7,8,Yes,,,,,,,,
97,1,3347135,Cam13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,1.0,,,"REPLICATE>BLOCK>PLOT>PLANT:1,REPLICATE>BLOCK>PLOT:FRI00408317,REPLICATE>BLOCK:4,REPLICATE>BLOCK:1,REPLICATE:1,REPLICATE:2,REPLICATE:3,REPLICATE:1",rainfed,,,,,,,,,,2013,,,,,,,,,,,,19,,69,72,,7,7,Yes,,,,,,,85,8
98,7,3347144,Cam13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,7.0,,,"REPLICATE>BLOCK>PLOT>PLANT:7,REPLICATE>BLOCK>PLOT:FRI00408317,REPLICATE>BLOCK:4,REPLICATE>BLOCK:1,REPLICATE:1,REPLICATE:2,REPLICATE:3,REPLICATE:1",rainfed,,,,,,,,,,2013,,,,,,,,,,,,16,70,81,84,6.5,7,7.5,Yes,,,,,,,,
99,4,3347141,Cam13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,4.0,,,"REPLICATE>BLOCK>PLOT>PLANT:4,REPLICATE>BLOCK>PLOT:FRI00408317,REPLICATE>BLOCK:4,REPLICATE>BLOCK:1,REPLICATE:1,REPLICATE:2,REPLICATE:3,REPLICATE:1",rainfed,,,,,,,,,,2013,,,,,,,,,,,,16,54,76,80,7,8,8.5,Yes,,,,,,,,
100,8,3347145,Cam13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,8.0,,,"REPLICATE>BLOCK>PLOT>PLANT:8,REPLICATE>BLOCK>PLOT:FRI00408317,REPLICATE>BLOCK:4,REPLICATE>BLOCK:1,REPLICATE:1,REPLICATE:2,REPLICATE:3,REPLICATE:1",rainfed,,,,,,,,,,2013,,,,,,,,,,,,16,53,79,82,6,7.5,8,Yes,,,,,,,,
101,6,3347143,Cam13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,6.0,,,"REPLICATE>BLOCK>PLOT>PLANT:6,REPLICATE>BLOCK>PLOT:FRI00408317,REPLICATE>BLOCK:4,REPLICATE>BLOCK:1,REPLICATE:1,REPLICATE:2,REPLICATE:3,REPLICATE:1",rainfed,,,,,,,,,,2013,,,,,,,,,,,,16,56,76,79,5,7.5,8,Yes,,,,,,,,
102,10,3347147,Cam13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,10.0,,,"REPLICATE>BLOCK>PLOT>PLANT:10,REPLICATE>BLOCK>PLOT:FRI00408317,REPLICATE>BLOCK:4,REPLICATE>BLOCK:1,REPLICATE:1,REPLICATE:2,REPLICATE:3,REPLICATE:1",rainfed,,,,,,,,,,2013,,,,,,,,,,,,16,58,79,85,6,7,8,Yes,,,,,,,,
103,2,3347139,Cam13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,2.0,,,"REPLICATE>BLOCK>PLOT>PLANT:2,REPLICATE>BLOCK>PLOT:FRI00408317,REPLICATE>BLOCK:4,REPLICATE>BLOCK:1,REPLICATE:1,REPLICATE:2,REPLICATE:3,REPLICATE:1",rainfed,,,,,,,,,,2013,,,,,,,,,,,,15,64,78,89,6,7.5,8,Yes,,,,,,,,
104,11,3347148,Cam13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,11.0,,,"REPLICATE>BLOCK>PLOT>PLANT:11,REPLICATE>BLOCK>PLOT:FRI00408317,REPLICATE>BLOCK:4,REPLICATE>BLOCK:1,REPLICATE:1,REPLICATE:2,REPLICATE:3,REPLICATE:1",rainfed,,,,,,,,,,2013,,,,,,,,,,,,16,,,,,,,Yes,,,,,,,,
105,3,3347140,Cam13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT>PLANT,,,,3.0,,,"REPLICATE>BLOCK>PLOT>PLANT:3,REPLICATE>BLOCK>PLOT:FRI00408317,REPLICATE>BLOCK:4,REPLICATE>BLOCK:1,REPLICATE:1,REPLICATE:2,REPLICATE:3,REPLICATE:1",rainfed,,,,,,,,,,2013,,,,,,,,,,,,16,52,77,81,6.5,8,9,Yes,,,,,,,,
106,3001water_regimewatered,3335277,Cam13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,watered,351.6512864176,74.1516875571,78.3832188971,264.2615673835,1839.2647522011,307.3954385786,127.7033782735,,,2013,22.4431305115,20.9206070815,14.734601264,124.743,235.358,850.915,-20.1,-37.3605072464,35.9894873869,35.8788204634,25.4345666306,,,,,,,,,,,,,,,,
107,3001water_regimerainfed,3335031,Cam13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,Syngenta Campagnola 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,286.5398357278,75.0833095162,82.0689707175,202.8138870527,1580.4158440561,243.0304556442,97.8905431211,,,2013,22.4431305115,20.6896960764,14.5222264378,124.743,277.505,785.136,-63.056547619,-16.6124031008,35.9894873869,35.8758154116,24.9251306465,,,,,,,,,,,,,,,,
108,FRI00406770,3348433,Cam13,127401,https://doi.org/10.15454/AQWE02,PH207_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00406770,,13.0,7.0,"REPLICATE>BLOCK>PLOT:FRI00406770,REPLICATE>BLOCK:3,REPLICATE:2",watered,1375.6613756614,303,"69,6098426242","71,1713602039",4.1682539683,245,280,140,"-1,56151757970",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,FRI00406996,3348196,Cam13,127401,https://doi.org/10.15454/AQWE02,PH207_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00406996,,5.0,24.0,"REPLICATE>BLOCK>PLOT:FRI00406996,REPLICATE>BLOCK:31,REPLICATE:1",watered,1313.9329805997,318.4941176471,"72,6945131971","74,3289392431",4.184799253,230,270,120,"-1,63442604600",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,FRI00407588,3348045,Cam13,127401,https://doi.org/10.15454/AQWE02,PH207_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407588,,19.0,33.0,"REPLICATE>BLOCK>PLOT:FRI00407588,REPLICATE>BLOCK:9,REPLICATE:3",rainfed,1081.3492063492,279.2282352941,"69,6098426242","76,0005825366",3.0194323063,190,230,90,"-6,39073991240",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,FRI00407999,3347382,Cam13,127401,https://doi.org/10.15454/AQWE02,PH207_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00407999,,4.0,42.0,"REPLICATE>BLOCK>PLOT:FRI00407999,REPLICATE>BLOCK:12,REPLICATE:2",rainfed,1021.8253968254,276.3670588235,"72,6945131971","77,6996082396",2.8239887955,200,240,100,"-5,00509504250",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,FRI00408195,3347478,Cam13,127401,https://doi.org/10.15454/AQWE02,PH207_H,Syngenta Campagnola 2013,REPLICATE>BLOCK>PLOT,,,FRI00408195,,6.0,14.0,"REPLICATE>BLOCK>PLOT:FRI00408195,REPLICATE>BLOCK:14,REPLICATE:1",rainfed,1247.1655328798,244.9505882353,"69,6098426242","76,0005825366",3.0549393091,200,230,110,"-6,39073991240",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
