,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,water_regime,GN,KW,MFLW_D20deg,FFLW_D20deg,GY_Adj_tha,plant_height,tassel_height,ear_height,ASI_D20deg,season,Tnight_Early,Tnight_Flo,Tnight_Fill,Ri_Early,Ri_Flo,Ri_Fill,Psi_Flo,Psi_Fill,Tmax_Early,Tmax_Flo,Tmax_Fill,TnbL,L10,L12,L14,W10,W12,W14,L9,L11,L13,W9,W11,W13,L8,W8,L15,W15
1354,3192water_regimewatered,3339768,Mar13,127586,https://doi.org/10.15454/9UZPXS,Lo1199_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,watered,322.0088507829,72.4415964953,71.0474617061,282.3767229349,4108.1579113984,309.2641441062,131.7949879991,,,2013,17.2268171296,17.5457070707,16.7807617845,249.226,185.47,1238.775,-113.0048176407,-93.7203413598,32.4289390289,33.465797228,31.1176476499,,,,,,,,,,,,,,,,,
1355,3192water_regimerainfed,3339522,Mar13,127586,https://doi.org/10.15454/9UZPXS,Lo1199_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,304.5081435664,71.1882617486,70.301478403,247.0202586521,2963.2166340131,277.3614151801,103.4760826986,,,2013,17.2268171296,17.5457070707,16.9531991342,249.226,212.517,1224.884,-189.7580293765,-167.8591520174,32.4289390289,33.465797228,31.1753947275,,,,,,,,,,,,,,,,,
1356,469,3343480,Mar13,127587,https://doi.org/10.15454/B3KRWB,Lo1203_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,469.0,,19.0,21.0,"REPLICATE>BLOCK>PLOT:469,REPLICATE>BLOCK:31,REPLICATE:2",watered,3919.8842443022,256,"71,6416376017","73,0115533369",10.0349036654,255,288,135,"-1,36991573520",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1357,109,3343108,Mar13,127587,https://doi.org/10.15454/B3KRWB,Lo1203_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,109.0,,4.0,11.0,"REPLICATE>BLOCK>PLOT:109,REPLICATE>BLOCK:16,REPLICATE:1",watered,3696.3871074746,255,"71,6416376017","73,0115533369",9.4257871241,261,289,126,"-1,36991573520",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1358,795,3342843,Mar13,127587,https://doi.org/10.15454/B3KRWB,Lo1203_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,795.0,,18.0,4.0,"REPLICATE>BLOCK>PLOT:795,REPLICATE>BLOCK:6,REPLICATE:2",rainfed,2569.4243936644,319,"68,9775284053","74,4159683044",8.1964638158,250,285,105,"-5,43843989910",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359,1228,3342716,Mar13,127587,https://doi.org/10.15454/B3KRWB,Lo1203_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,1228.0,,14.0,33.0,"REPLICATE>BLOCK>PLOT:1228,REPLICATE>BLOCK:32,REPLICATE:3",rainfed,1362.2001432152,315,"70,3112532024","73,0115533369",4.2909304511,258,288,110,"-2,70030013450",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1360,524,3342244,Mar13,127587,https://doi.org/10.15454/B3KRWB,Lo1203_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,524.0,,3.0,6.0,"REPLICATE>BLOCK>PLOT:524,REPLICATE>BLOCK:3,REPLICATE:1",rainfed,2611.2810120728,317,"70,3112532024","73,0115533369",8.2777608083,257,285,115,"-2,70030013450",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1361,3193water_regimewatered,3339769,Mar13,127587,https://doi.org/10.15454/B3KRWB,Lo1203_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,watered,255.3549991059,71.7392301863,73.0649772999,257.8899413503,3815.4057780294,288.4478790904,130.2674124749,,,2013,17.1684111111,17.8137681159,16.3131972503,269.346,236.666,1187.579,-108.2631980426,-96.220338391,32.3226149075,33.9236665607,30.7507029932,,,,,,,,,,,,,,,,,
1362,3193water_regimerainfed,3339523,Mar13,127587,https://doi.org/10.15454/B3KRWB,Lo1203_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,317.4465074254,69.9938997393,73.4991899879,254.0237036176,2290.0432215647,286.1094305761,110.0653699551,,,2013,17.1684111111,17.8137681159,16.3131972503,269.346,290.642,1173.688,-195.3234440226,-166.0575356181,32.3226149075,33.9236665607,30.7507029932,,,,,,,,,,,,,,,,,
1363,466,3343477,Mar13,127588,https://doi.org/10.15454/8XPNG8,Lo1223_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,466.0,,19.0,18.0,"REPLICATE>BLOCK>PLOT:466,REPLICATE>BLOCK:31,REPLICATE:2",watered,3942.9531154169,331,"73,0115533369","68,9775284053",13.051174812,260,293,123,"4,03402493160",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364,56,3343215,Mar13,127588,https://doi.org/10.15454/8XPNG8,Lo1223_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,56.0,,8.0,1.0,"REPLICATE>BLOCK>PLOT:56,REPLICATE>BLOCK:8,REPLICATE:1",watered,4312.8956509816,329,"71,6416376017","70,3112532024",14.1894266917,265,300,120,"1,33038439930",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,973,3342902,Mar13,127588,https://doi.org/10.15454/8XPNG8,Lo1223_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,973.0,,19.0,21.0,"REPLICATE>BLOCK>PLOT:973,REPLICATE>BLOCK:31,REPLICATE:2",rainfed,2360.5186845318,351,"70,3112532024","73,0115533369",8.2854205827,247,280,109,"-2,70030013450",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1366,1087,3342628,Mar13,127588,https://doi.org/10.15454/8XPNG8,Lo1223_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,1087.0,,12.0,27.0,"REPLICATE>BLOCK>PLOT:1087,REPLICATE>BLOCK:12,REPLICATE:3",rainfed,2758.1782937457,352,"68,9775284053","71,6416376017",9.708787594,238,273,94,"-2,66410919640",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1367,747,3342579,Mar13,127588,https://doi.org/10.15454/8XPNG8,Lo1223_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,747.0,,11.0,19.0,"REPLICATE>BLOCK>PLOT:747,REPLICATE>BLOCK:35,REPLICATE:1",rainfed,3183.4284371643,350,"70,3112532024","71,6416376017",11.1419995301,238,270,100,"-1,33038439930",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1368,3194water_regimewatered,3339770,Mar13,127588,https://doi.org/10.15454/8XPNG8,Lo1223_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,watered,330.6971828687,72.4249986788,69.5812624458,263.1500593744,4152.8994725222,297.3704008208,122.1225117951,,,2013,17.2521376812,17.5113636364,17.1194329004,226.16,158.997,1251.357,-114.6739622475,-92.6528199666,32.3074397376,33.4597674094,31.3401842187,,,,,,,,,,,,,,,,,
1369,3194water_regimerainfed,3339524,Mar13,127588,https://doi.org/10.15454/8XPNG8,Lo1223_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,351.4645486949,69.9693908376,72.1466463058,240.9994646966,2622.535645798,274.5306204497,100.7874773546,,,2013,17.2521376812,17.5525462963,16.5486349607,226.16,265.27,1199.06,-189.3545151602,-167.2929686522,32.3074397376,33.6507584747,30.938950204,,,,,,,,,,,,,,,,,
1370,335,3343599,Mar13,127589,https://doi.org/10.15454/LSJ0SQ,Lo1242_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,335.0,,24.0,2.0,"REPLICATE>BLOCK>PLOT:335,REPLICATE>BLOCK:12,REPLICATE:2",watered,3789.8000208856,360,"70,3112532024","68,9775284053",13.6432800752,288,315,141,"1,33372479710",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1371,112,3343111,Mar13,127589,https://doi.org/10.15454/LSJ0SQ,Lo1242_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,112.0,,4.0,8.0,"REPLICATE>BLOCK>PLOT:112,REPLICATE>BLOCK:16,REPLICATE:1",watered,4107.6168447054,347,"71,6416376017","67,6265019604",14.2534304511,279,308,129,"4,01513564130",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372,936,3342698,Mar13,127589,https://doi.org/10.15454/LSJ0SQ,Lo1242_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,936.0,,14.0,17.0,"REPLICATE>BLOCK>PLOT:936,REPLICATE>BLOCK:26,REPLICATE:2",rainfed,2393.316611227,382,"71,6416376017","70,3112532024",9.1424694549,245,273,103,"1,33038439930",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1373,1180,3342434,Mar13,127589,https://doi.org/10.15454/LSJ0SQ,Lo1242_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,1180.0,,7.0,32.0,"REPLICATE>BLOCK>PLOT:1180,REPLICATE>BLOCK:25,REPLICATE:3",rainfed,2447.0286197778,381,"70,3112532024","70,3112532024",9.3231790414,246,274,107,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,579,3342563,Mar13,127589,https://doi.org/10.15454/LSJ0SQ,Lo1242_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,579.0,,11.0,5.0,"REPLICATE>BLOCK>PLOT:579,REPLICATE>BLOCK:11,REPLICATE:1",rainfed,2228.3116816192,383,"70,3112532024","71,6416376017",8.5344337406,236,267,88,"-1,33038439930",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375,3195water_regimewatered,3339771,Mar13,127589,https://doi.org/10.15454/LSJ0SQ,Lo1242_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,watered,353.5905704762,70.9239442327,68.2402584482,283.7030007919,3912.6822792467,311.3656190176,134.7381687709,,,2013,17.3491183575,17.495410628,17.2951381462,206.799,186.044,1251.357,-113.3402151636,-92.73495014,32.353323651,33.4911593622,31.4035171712,,,,,,,,,,,,,,,,,
1376,3195water_regimerainfed,3339525,Mar13,127589,https://doi.org/10.15454/LSJ0SQ,Lo1242_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,381.9616942034,70.666079585,70.9061019884,242.4971677605,2248.9774005145,271.4234060465,99.5988632594,,,2013,17.3491183575,17.4914351852,16.9531991342,206.799,212.517,1224.884,-185.0618000856,-167.8591520174,32.353323651,33.5688643362,31.1753947275,,,,,,,,,,,,,,,,,
1377,440,3343383,Mar13,127590,https://doi.org/10.15454/ZPQMID,Lo1251_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,440.0,,15.0,20.0,"REPLICATE>BLOCK>PLOT:440,REPLICATE>BLOCK:27,REPLICATE:2",watered,3118.5457857607,324,"70,3112532024","74,4159683044",10.1040883459,270,300,127,"-4,10471510200",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1378,108,3343107,Mar13,127590,https://doi.org/10.15454/ZPQMID,Lo1251_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,108.0,,4.0,12.0,"REPLICATE>BLOCK>PLOT:108,REPLICATE>BLOCK:16,REPLICATE:1",watered,3849.8554298591,327,"71,6416376017","73,0115533369",12.5890272556,282,310,133,"-1,36991573520",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1379,886,3342891,Mar13,127590,https://doi.org/10.15454/ZPQMID,Lo1251_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,886.0,,19.0,11.0,"REPLICATE>BLOCK>PLOT:886,REPLICATE>BLOCK:19,REPLICATE:2",rainfed,2405.6698950767,354,"70,3112532024","77,4932705678",8.5160714286,251,279,104,"-7,18201736540",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380,1173,3342394,Mar13,127590,https://doi.org/10.15454/ZPQMID,Lo1251_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,1173.0,,6.0,32.0,"REPLICATE>BLOCK>PLOT:1173,REPLICATE>BLOCK:24,REPLICATE:3",rainfed,2637.1813935954,359,"71,6416376017","77,4932705678",9.467481203,251,279,102,"-5,85163296610",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1381,552,3342404,Mar13,127590,https://doi.org/10.15454/ZPQMID,Lo1251_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,552.0,,7.0,6.0,"REPLICATE>BLOCK>PLOT:552,REPLICATE>BLOCK:7,REPLICATE:1",rainfed,3295.1662425023,356,"71,6416376017","75,946557825",11.7307918233,245,274,105,"-4,30492022330",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1382,3196water_regimewatered,3339772,Mar13,127590,https://doi.org/10.15454/ZPQMID,Lo1251_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,watered,326.0571109262,70.7536490499,73.7047454691,275.8404888811,3494.2416450883,305.194466128,129.2225237409,,,2013,16.9321333333,17.9573232323,16.3131972503,281.656,263.713,1173.688,-108.7174081956,-96.220338391,31.8481405452,34.2917694109,30.7507029932,,,,,,,,,,,,,,,,,
1383,3196water_regimerainfed,3339526,Mar13,127590,https://doi.org/10.15454/ZPQMID,Lo1251_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,355.3366028886,71.2891141833,76.9702476162,249.1590295713,2631.1009736032,277.0358426696,103.6591586629,,,2013,16.9321333333,18.2604166667,15.641973582,281.656,313.223,1124.178,-200.7035387366,-165.8492275278,31.8481405452,34.4970703779,29.4908213665,,,,,,,,,,,,,,,,,
1384,765,3342685,Mar13,127591,https://doi.org/10.15454/NKIE76,Lo1253_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,765.0,,14.0,6.0,"REPLICATE>BLOCK>PLOT:765,REPLICATE>BLOCK:2,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,3092.2328785222,313,"68,9775284053","71,6416376017",9.6786889098,261,293,126,"-2,66410919640",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385,380,3343467,Mar13,127591,https://doi.org/10.15454/NKIE76,Lo1253_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,380.0,,19.0,9.0,"REPLICATE>BLOCK>PLOT:380,REPLICATE>BLOCK:19,REPLICATE:2",watered,4331.973793814,343,"73,0115533369","73,0115533369",14.8586701128,235,264,125,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1386,174,3343046,Mar13,127591,https://doi.org/10.15454/NKIE76,Lo1253_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,174.0,,1.0,20.0,"REPLICATE>BLOCK>PLOT:174,REPLICATE>BLOCK:25,REPLICATE:1",watered,2679.8075351422,345,"71,6416376017","74,4159683044",9.2453359962,236,270,123,"-2,77433070270",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1387,1143,3342236,Mar13,127591,https://doi.org/10.15454/NKIE76,Lo1253_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,1143.0,,2.0,34.0,"REPLICATE>BLOCK>PLOT:1143,REPLICATE>BLOCK:20,REPLICATE:3",rainfed,2528.2065718542,318,"70,3112532024","73,0115533369",8.0396968985,267,297,117,"-2,70030013450",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388,556,3342443,Mar13,127591,https://doi.org/10.15454/NKIE76,Lo1253_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,556.0,,8.0,5.0,"REPLICATE>BLOCK>PLOT:556,REPLICATE>BLOCK:8,REPLICATE:1",rainfed,3679.1345924335,315,"70,3112532024","70,3112532024",11.5892739662,260,288,129,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,3197water_regimewatered,3339773,Mar13,127591,https://doi.org/10.15454/NKIE76,Lo1253_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,watered,343.5809218037,72.2265238436,73.6741147089,235.6893338356,3663.907493129,267.5095755945,123.6668116689,,,2013,16.8291880342,18.1335978836,16.3131972503,303.905,236.666,1187.579,-109.2602493328,-96.220338391,31.7793814321,34.4932630207,30.7507029932,,,,,,,,,,,,,,,,,
1390,3197water_regimerainfed,3339527,Mar13,127591,https://doi.org/10.15454/NKIE76,Lo1253_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,315.4455821396,69.8120867299,71.6629755153,262.3462940182,3104.003338544,292.7435283207,123.8750820167,,,2013,16.8291880342,17.9969444444,16.7284660895,303.905,265.27,1199.06,-197.5417227735,-166.6692698876,31.7793814321,34.3369068605,30.9739449642,,,,,,,,,,,,,,,,,
1391,3198water_regimewatered,3339774,Mar13,127592,https://doi.org/10.15454/YBXTRS,Lo1261_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,watered,343.6669719239,68.2449666454,68.2050527333,279.5179609135,3429.6585324237,310.3852083337,136.3326140276,,,2013,17.2268171296,17.5526455026,17.2951381462,249.226,240.343,1265.248,-115.8853973031,-92.73495014,32.4289390289,33.3757838228,31.4035171712,,,,,,,,,,,,,,,,,
1392,3198water_regimerainfed,3339528,Mar13,127592,https://doi.org/10.15454/YBXTRS,Lo1261_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,292.8223280496,70.6102910335,71.2053670202,205.593148382,2692.0511309166,234.5926741805,94.9579278166,,,2013,17.2268171296,17.5920289855,16.7284660895,249.226,238.341,1199.06,-191.5522814681,-166.6692698876,32.4289390289,33.582381768,30.9739449642,,,,,,,,,,,,,,,,,
1393,408,3343563,Mar13,127592,https://doi.org/10.15454/YBXTRS,Lo1261_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,408.0,,23.0,9.0,"REPLICATE>BLOCK>PLOT:408,REPLICATE>BLOCK:23,REPLICATE:2",watered,3959.0858049921,344,"67,6265019604","68,9775284053",13.6192551692,285,312,143,"-1,35102644490",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1394,15,3343072,Mar13,127592,https://doi.org/10.15454/YBXTRS,Lo1261_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,15.0,,3.0,1.0,"REPLICATE>BLOCK>PLOT:15,REPLICATE>BLOCK:3,REPLICATE:1",watered,2920.0242453961,345,"68,9775284053","67,6265019604",10.0740836466,275,310,127,"1,35102644490",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1395,997,3342994,Mar13,127592,https://doi.org/10.15454/YBXTRS,Lo1261_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,997.0,,23.0,17.0,"REPLICATE>BLOCK>PLOT:997,REPLICATE>BLOCK:35,REPLICATE:2",rainfed,3293.5243767937,317,"71,6416376017","70,3112532024",10.4404722744,207,233,99,"1,33038439930",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396,1245,3342793,Mar13,127592,https://doi.org/10.15454/YBXTRS,Lo1261_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,1245.0,,16.0,30.0,"REPLICATE>BLOCK>PLOT:1245,REPLICATE>BLOCK:34,REPLICATE:3",rainfed,1827.7584420415,283,"70,3112532024","71,6416376017",5.172556391,198,233,90,"-1,33038439930",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1397,695,3342300,Mar13,127592,https://doi.org/10.15454/YBXTRS,Lo1261_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,695.0,,4.0,20.0,"REPLICATE>BLOCK>PLOT:695,REPLICATE>BLOCK:28,REPLICATE:1",rainfed,2422.9407223416,280,"70,3112532024","71,6416376017",6.7842340226,212,238,96,"-1,33038439930",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1398,152,3343253,Mar13,127593,https://doi.org/10.15454/TNGTAV,Lo1266_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,152.0,,10.0,10.0,"REPLICATE>BLOCK>PLOT:152,REPLICATE>BLOCK:22,REPLICATE:1,REPLICATE:2,REPLICATE:2,REPLICATE:3",watered,3430.7265780978,354,"70,3112532024","73,0115533369",12.1447720865,267,298,121,"-2,70030013450",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1399,305,3343501,Mar13,127593,https://doi.org/10.15454/TNGTAV,Lo1266_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,305.0,,20.0,4.0,"REPLICATE>BLOCK>PLOT:305,REPLICATE>BLOCK:8,REPLICATE:2",watered,3138.6017814986,379,"68,9775284053","74,4159683044",11.8953007519,262,292,121,"-5,43843989910",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,957,3342820,Mar13,127593,https://doi.org/10.15454/TNGTAV,Lo1266_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,957.0,,17.0,19.0,"REPLICATE>BLOCK>PLOT:957,REPLICATE>BLOCK:29,REPLICATE:2",rainfed,2977.5117974131,286,"73,0115533369","73,0115533369",8.5156837406,245,272,104,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401,1258,3342874,Mar13,127593,https://doi.org/10.15454/TNGTAV,Lo1266_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,1258.0,,18.0,31.0,"REPLICATE>BLOCK>PLOT:1258,REPLICATE>BLOCK:36,REPLICATE:3",rainfed,3410.9084213193,282,"73,0115533369","73,0115533369",9.6187617481,246,279,102,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1402,600,3342209,Mar13,127593,https://doi.org/10.15454/TNGTAV,Lo1266_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,600.0,,2.0,10.0,"REPLICATE>BLOCK>PLOT:600,REPLICATE>BLOCK:14,REPLICATE:1",rainfed,4417.7433526345,261,"71,6416376017","74,4159683044",11.5303101504,243,270,99,"-2,77433070270",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1403,3199water_regimewatered,3339775,Mar13,127593,https://doi.org/10.15454/TNGTAV,Lo1266_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,watered,366.2289198844,69.9608442004,73.6974488001,264.3199971141,3289.693873865,294.5853119362,121.6043305536,,,2013,16.763909465,18.2869444444,16.3131972503,328.273,290.642,1187.579,-109.8629864725,-96.220338391,31.8061247244,34.5928536555,30.7507029932,,,,,,,,,,,,,,,,,
1404,3199water_regimerainfed,3339529,Mar13,127593,https://doi.org/10.15454/TNGTAV,Lo1266_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,278.5959429436,72.5974821587,73.3740170305,244.8214026957,3772.2265560369,274.1260112238,101.8036086517,,,2013,16.763909465,18.2869444444,16.3131972503,328.273,236.666,1187.579,-201.1225531034,-166.0575356181,31.8061247244,34.5928536555,30.7507029932,,,,,,,,,,,,,,,,,
1405,436,3343379,Mar13,127594,https://doi.org/10.15454/TMJHZA,Lo1270_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,436.0,,15.0,16.0,"REPLICATE>BLOCK>PLOT:436,REPLICATE>BLOCK:27,REPLICATE:2",watered,4112.2569498673,337,"70,3112532024","73,0115533369",13.8583059211,267,294,132,"-2,70030013450",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1406,26,3343117,Mar13,127594,https://doi.org/10.15454/TMJHZA,Lo1270_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,26.0,,4.0,3.0,"REPLICATE>BLOCK>PLOT:26,REPLICATE>BLOCK:4,REPLICATE:1",watered,3041.6403286979,339,"71,6416376017","71,6416376017",10.3111607143,265,295,122,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1407,835,3343005,Mar13,127594,https://doi.org/10.15454/TMJHZA,Lo1270_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,835.0,,24.0,6.0,"REPLICATE>BLOCK>PLOT:835,REPLICATE>BLOCK:12,REPLICATE:2",rainfed,2800.9031279546,334,"70,3112532024","74,4159683044",9.3550164474,227,261,109,"-4,10471510200",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1408,1026,3342266,Mar13,127594,https://doi.org/10.15454/TMJHZA,Lo1270_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,1026.0,,3.0,25.0,"REPLICATE>BLOCK>PLOT:1026,REPLICATE>BLOCK:3,REPLICATE:3",rainfed,2524.4410442522,332,"71,6416376017","75,946557825",8.3811442669,237,265,118,"-4,30492022330",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1409,618,3342328,Mar13,127594,https://doi.org/10.15454/TMJHZA,Lo1270_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,618.0,,5.0,9.0,"REPLICATE>BLOCK>PLOT:618,REPLICATE>BLOCK:17,REPLICATE:1",rainfed,3460.4230747323,330,"71,6416376017","73,0115533369",11.4193961466,230,261,105,"-1,36991573520",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1410,3200water_regimewatered,3339776,Mar13,127594,https://doi.org/10.15454/TMJHZA,Lo1270_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,watered,337.6920416504,70.8974159668,72.377918565,266.0244422747,3551.7916762947,294.1357637312,126.4307349183,,,2013,16.8291880342,17.9969444444,16.5486349607,303.905,238.341,1212.951,-112.1755176302,-94.9980633243,31.7793814321,34.3369068605,30.938950204,,,,,,,,,,,,,,,,,
1411,3200water_regimerainfed,3339530,Mar13,127594,https://doi.org/10.15454/TMJHZA,Lo1270_H,MTA_ATK Martonvasar 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,331.8256971774,71.1265902236,74.533190179,231.4995727103,2961.9304706998,262.198956676,110.5931886478,,,2013,16.8291880342,18.3502525253,16.0356719978,303.905,288.354,1162.938,-200.9702446499,-164.7073222157,31.7793814321,34.6007448824,30.2902498374,,,,,,,,,,,,,,,,,
1412,369,3343422,Mar13,127595,https://doi.org/10.15454/TUULPT,Lo1273_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,369.0,,17.0,12.0,"REPLICATE>BLOCK>PLOT:369,REPLICATE>BLOCK:17,REPLICATE:2",watered,2857.5324631732,392,"70,3112532024","66,1421419741",11.2015272556,261,290,111,"4,16911122830",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1413,50,3343208,Mar13,127595,https://doi.org/10.15454/TUULPT,Lo1273_H,MTA_ATK Martonvasar 2013,REPLICATE>BLOCK>PLOT,,,50.0,,8.0,7.0,"REPLICATE>BLOCK>PLOT:50,REPLICATE>BLOCK:8,REPLICATE:1",watered,3128.8863731298,396,"68,9775284053","67,6265019604",12.3903900376,265,295,120,"1,35102644490",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
